Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Puerto Rico,PRI,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6864705882353,34.7421568627451,40.5716606498195,44.7175889328063,62.6659817351598,67.4314363143632,70.2351219512195,35.7769401330377,69.4252032520325,61.119120458891,66.0132486388385,67.5518450184502,79.7836772983114,76.2778625954198,70.2759223300971,68.0318181818182,68.7318725099602,69.2133466135458,67.5249003984064,,,
Puerto Rico,PRI,Agricultural land (sq. km),AG.LND.AGRI.K2,,6160.0,6010.0,6050.0,5850.0,6090.0,5810.0,5680.0,5660.0,5620.0,5520.0,5300.0,5150.0,4920.0,4940.0,4930.0,4930.0,4910.0,4950.0,4860.0,4750.0,4670.0,4670.0,4660.0,4640.0,4610.0,4630.0,4620.0,4620.0,4500.0,4350.0,4200.0,4100.0,3110.0,3090.0,3090.0,3090.0,2910.0,2725.0,2599.0,2472.0,2347.0,2220.0,2156.0,2090.0,2024.0,1958.0,1890.0,1907.0,1923.0,1939.0,1955.0,1968.0,1922.0,1876.0,1830.0,1784.0,1738.0,1689.0,1689.0,1689.0,1689.0,,
Puerto Rico,PRI,Agricultural land (% of land area),AG.LND.AGRI.ZS,,69.4475760992108,67.7564825253664,68.2074408117249,65.9526493799324,68.6583990980834,65.5016910935738,64.0360766629087,63.8105975197294,63.3596392333709,62.2322435174746,59.7519729425028,58.0608793686584,55.467869222097,55.6933483652762,55.5806087936866,55.5806087936866,55.3551296505073,55.8060879368658,54.7914317925592,53.5512965050733,52.6493799323563,52.6493799323563,52.5366403607666,52.3111612175874,51.9729425028185,52.1984216459977,52.0856820744081,52.0856820744081,50.7328072153326,49.0417136414882,47.3506200676437,46.2232243517475,35.0620067643743,34.836527621195,34.836527621195,34.836527621195,32.8072153325817,30.7215332581736,29.3010146561443,27.869222096956,26.4599774520857,25.0281848928974,24.3066516347238,23.5625704622322,22.8184892897407,22.0744081172492,21.3077790304397,21.4994363021421,21.6798196166855,21.8602029312289,22.0405862457723,22.1871476888388,21.6685456595265,21.1499436302142,20.6313416009019,20.1127395715896,19.5941375422773,19.0417136414882,19.0417136414882,19.0417136414882,19.0417136414882,,
Puerto Rico,PRI,Arable land (hectares),AG.LND.ARBL.HA,,224000.0,213000.0,212000.0,191000.0,215000.0,187000.0,170000.0,164000.0,166000.0,152000.0,130000.0,115000.0,95000.0,95000.0,94000.0,94000.0,96000.0,98000.0,97000.0,74000.0,68000.0,67000.0,64000.0,66000.0,63000.0,64000.0,63000.0,77000.0,70000.0,65000.0,55000.0,52000.0,32000.0,33000.0,33000.0,33000.0,37000.0,51500.0,54600.0,59700.0,64900.0,68000.0,61200.0,55400.0,50600.0,43800.0,36900.0,41000.0,45100.0,49200.0,52300.0,55100.0,54200.0,53300.0,52400.0,51500.0,50600.0,50200.0,50200.0,50200.0,50200.0,,
Puerto Rico,PRI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.0933441456968766,0.086927350772674,0.084646620323973,0.0747827190056952,0.0828835774865073,0.0712382309299637,0.0642558380208597,0.0616063325299467,0.0618445317884619,0.0559234731420162,0.0470641049312321,0.0408198615958223,0.0330000215368562,0.0323206315519449,0.0313961255845023,0.0308819016943651,0.0310811379581635,0.0313156970570594,0.0306178363732321,0.0230817217716781,0.0209711363148532,0.0204427035261833,0.0193287020957749,0.0197357207574928,0.0186556114894877,0.0187707835101013,0.0183041097084417,0.0221653024930496,0.0199677663200833,0.0183771557817359,0.0154402867963089,0.0145041693908472,0.00885078870207886,0.00904298624616598,0.00895983631193589,0.00885988098226547,0.00984191752473114,0.0136203714209168,0.0143681147849217,0.0156668035653131,0.0169949832066522,0.0177838173016143,0.0159954209187174,0.0144765524273311,0.0132413521671069,0.0115105221414617,0.00975417625452849,0.0109017444386479,0.0120575017177261,0.0132203868037968,0.0142168551555264,0.0151603196928976,0.0150845640101785,0.0150783309390943,0.0150868125135321,0.0151173931625939,0.0152167362446418,0.0157201487840058,0.0157184752202309,0.0152976163449241,0.0153860629853927,,
Puerto Rico,PRI,Arable land (% of land area),AG.LND.ARBL.ZS,,25.2536640360767,24.0135287485908,23.9007891770011,21.5332581736189,24.23900789177,21.0822998872604,19.1657271702368,18.489289740699,18.7147688838782,17.1364148816234,14.6561443066516,12.9650507328072,10.7102593010147,10.7102593010147,10.597519729425,10.597519729425,10.8229988726043,11.0484780157835,10.9357384441939,8.34272829763247,7.6662908680947,7.55355129650507,7.21533258173619,7.44081172491545,7.10259301014656,7.21533258173619,7.10259301014656,8.68094701240135,7.89177001127396,7.32807215332582,6.20067643742954,5.86245772266065,3.60766629086809,3.72040586245772,3.72040586245772,3.72040586245772,4.17136414881623,5.80608793686584,6.15558060879369,6.73055242390079,7.31679819616685,7.6662908680947,6.89966178128523,6.24577226606539,5.70462232243517,4.9379932356257,4.16009019165727,4.62232243517475,5.08455467869222,5.5467869222097,5.89627959413754,6.2119503945885,6.11048478015784,6.00901916572717,5.90755355129651,5.80608793686584,5.70462232243517,5.65952649379932,5.65952649379932,5.65952649379932,5.65952649379932,,
Puerto Rico,PRI,Land under cereal production (hectares),AG.LND.CREL.HA,,15872.0,9489.0,9519.0,12094.0,10158.0,8901.0,7478.0,3400.0,3820.0,2260.0,1870.0,1870.0,1245.0,1180.0,1160.0,920.0,920.0,910.0,880.0,805.0,673.0,670.0,650.0,620.0,1840.0,1830.0,1300.0,810.0,630.0,500.0,435.0,430.0,247.0,390.0,440.0,470.0,480.0,541.0,400.0,260.0,163.0,103.0,79.0,61.0,51.0,74.0,59.0,30.0,23.0,17.0,12.0,4.0,6.0,28.0,102.0,45.0,59.0,68.0,57.0,61.0,62.0,60.0,
Puerto Rico,PRI,Permanent cropland (% of land area),AG.LND.CROP.ZS,,9.01916572717024,9.01916572717024,9.13190529875986,9.01916572717024,9.01916572717024,9.01916572717024,9.01916572717024,9.01916572717024,7.89177001127396,7.89177001127396,7.89177001127396,7.89177001127396,7.32807215332582,7.32807215332582,7.32807215332582,7.32807215332582,7.32807215332582,7.32807215332582,7.32807215332582,7.32807215332582,7.32807215332582,7.32807215332582,7.32807215332582,7.32807215332582,7.32807215332582,7.32807215332582,7.32807215332582,5.74971815107103,5.6369785794814,5.6369785794814,5.6369785794814,5.29875986471251,5.29875986471251,4.96054114994363,4.96054114994363,4.96054114994363,4.96054114994363,4.96054114994363,4.96054114994363,4.73506200676437,4.50958286358512,4.50958286358512,4.50958286358512,4.39684329199549,4.17136414881623,4.17136414881623,4.17136414881623,3.94588500563698,3.72040586245772,3.49492671927847,3.38218714768884,3.26944757609921,3.04396843291995,2.8184892897407,2.59301014656144,2.36753100338219,2.14205186020293,1.80383314543405,1.80383314543405,1.80383314543405,1.80383314543405,,
Puerto Rico,PRI,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.613818584,,,,,,,,,,426.616608183,,,,,,,,,,,,,,,426.614028711,,,,,,,,
