Country Code,Indicator Name,2015,2016,2017,2018,2019,2020,2021,2022,2023
DMA,"Net official flows from UN agencies, ILO (current US$)",73200.0023126602,80859.9963784218,83439.9983286858,11888.5738775134,82670.0031757355,110908.605158329,92000.0001788139,78944.019973278,78944.019973278
DMA,"Net financial flows, IMF concessional (NFL, current US$)",6539508.5,-1556865.5,-1193981.8,-1509488.1,-1472874.4,13749572.9,-2336287.9,-1920393.1,-1920393.1
DMA,"Net financial flows, IDA (NFL, current US$)",356000.0,-725000.0,7262000.0,2083000.0,1722000.0,14027000.0,38424000.0,36275000.0,36275000.0
DMA,"Net financial flows, multilateral (NFL, current US$)",5194000.0,-4629000.0,-32000.0,-3991000.0,-1584000.0,30613000.0,39264000.0,42382000.0,42382000.0
DMA,"Net financial flows, others (NFL, current US$)",4778175.2,-5463430.9,-7198872.8,-5910362.6,-2744443.0,16881589.3,1500911.9,6788248.6,6788248.6
DMA,"IFC, private nonguaranteed (NFL, US$)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMA,"PPG, official creditors (NFL, US$)",8699723.2,-11965837.9,-7549363.5,-16415141.1,-8732858.1,25862485.9,38612283.7,35883125.4,35883125.4
DMA,"PPG, bonds (NFL, current US$)",2952000.0,-71000.0,1040000.0,8169000.0,15298000.0,-3445000.0,-2338000.0,-1231000.0,-1231000.0
DMA,"PPG, commercial banks (NFL, current US$)",-1323000.0,-1323000.0,-1496000.0,-1506000.0,-2126000.0,-1694000.0,-948000.0,-2548000.0,-2548000.0
DMA,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",-2006000.0,-2006000.0,-2179000.0,-2042000.0,-2662000.0,-2230000.0,-1485000.0,-3085000.0,-3085000.0
DMA,"PPG, other private creditors (NFL, current US$)",-683000.0,-683000.0,-683000.0,-536000.0,-536000.0,-536000.0,-537000.0,-537000.0,-537000.0
DMA,"PPG, private creditors (NFL, US$)",947000.0,-2077000.0,-1139000.0,-2042000.0,12636000.0,-5676000.0,-1485000.0,-4315000.0,-4315000.0
DMA,"Net official flows from UN agencies, UNDP (current US$)",3549.69990439713,140161.30566597,171006.709337234,98610.3191971779,50000.0007450581,88651.4186859131,66679.2616248131,22893.1494057179,22893.1494057179
DMA,"Net official flows from UN agencies, WHO (current US$)",154175.862669945,154175.862669945,154175.862669945,139345.13181448,124514.400959015,137291.878461838,141800.001263618,80811.6719126701,80811.6719126701
