Country Code,Indicator Name,2015,2016,2017,2018,2019,2020
PRI,Government Effectiveness: Estimate,0.323779463768005,0.355337202548981,-0.133816838264465,-0.193061426281929,-0.200148731470108,-0.298273265361786
PRI,Government Effectiveness: Number of Sources,4.0,3.0,3.0,2.0,2.0,2.0
PRI,Government Effectiveness: Percentile Rank,66.6666641235352,66.1904754638672,48.5714302062988,45.7142868041992,43.3333320617676,40.0
PRI,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",47.6190490722656,46.6666679382324,30.4761905670166,22.8571434020996,25.238094329834,17.1428565979004
PRI,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",74.2857131958008,76.6666641235352,64.7619018554688,66.1904754638672,64.7619018554688,61.9047622680664
PRI,Government Effectiveness: Standard Error,0.287463307380676,0.310592591762543,0.286626487970352,0.330526649951935,0.328045010566711,0.356915891170502
PRI,Ease of doing business score (0 = lowest performance to 100 = best performance),68.67446,69.28139,69.82224,70.01875,70.06962,70.06962
PRI,Business extent of disclosure index (0=less disclosure to 10=more disclosure),7.0,7.0,7.0,7.0,7.0,7.0
PRI,"New business density (new registrations per 1,000 people ages 15-64)",2.11963724287668,2.50447984105285,2.67840423884172,4.09265022396844,5.01410944824453,5.31195545117054
PRI,New businesses registered (number),4811.0,5564.0,5793.0,8477.0,10352.0,11218.0
PRI,Depth of credit information index (0=low to 8=high),7.0,7.0,7.0,7.0,7.0,7.0
PRI,Private credit bureau coverage (% of adults),100.0,100.0,100.0,100.0,100.0,100.0
PRI,Public credit registry coverage (% of adults),0.0,0.0,0.0,0.0,0.0,0.0
PRI,Time required to get electricity (days),32.0,32.0,32.0,32.0,32.0,32.0
PRI,"Cost to export, border compliance (US$)",385.7143,385.7143,385.7143,385.7143,385.7143,385.7143
PRI,"Cost to export, documentary compliance (US$)",75.0,75.0,75.0,75.0,75.0,75.0
PRI,"Time to export, border compliance (hours)",48.0,48.0,48.0,48.0,48.0,48.0
PRI,"Time to export, documentary compliance (hours)",1.714286,1.714286,1.714286,1.714286,1.714286,1.714286
PRI,"Cost to import, border compliance (US$)",385.7143,385.7143,385.7143,385.7143,385.7143,385.7143
PRI,"Cost to import, documentary compliance (US$)",75.0,75.0,75.0,75.0,75.0,75.0
PRI,"Time to import, border compliance (hours)",48.0,48.0,48.0,48.0,48.0,48.0
PRI,"Time to import, documentary compliance (hours)",1.714286,1.714286,1.714286,1.714286,1.714286,1.714286
PRI,Time to resolve insolvency (years),2.5,2.5,2.5,2.5,2.5,2.5
PRI,Strength of legal rights index (0=weak to 12=strong),11.0,11.0,12.0,12.0,12.0,12.0
PRI,Time required to enforce a contract (days),630.0,630.0,630.0,630.0,630.0,630.0
PRI,Time required to register property (days),193.5,191.0,191.0,191.0,190.0,190.0
PRI,Procedures to register property (number),8.0,8.0,8.0,8.0,8.0,8.0
PRI,"Cost of business start-up procedures, female (% of GNI per capita)",1.3,1.3,0.8,1.3,1.2,1.2
PRI,"Cost of business start-up procedures, male (% of GNI per capita)",1.3,1.3,0.8,1.3,1.2,1.2
PRI,Cost of business start-up procedures (% of GNI per capita),1.3,1.3,0.8,1.3,1.2,1.2
PRI,Time required to start a business (days),6.0,5.5,5.5,5.5,5.5,5.5
PRI,"Time required to start a business, female (days)",6.0,5.5,5.5,5.5,5.5,5.5
PRI,"Time required to start a business, male (days)",6.0,5.5,5.5,5.5,5.5,5.5
PRI,Start-up procedures to register a business (number),6.0,6.0,6.0,6.0,6.0,6.0
PRI,"Start-up procedures to register a business, female (number)",6.0,6.0,6.0,6.0,6.0,6.0
PRI,"Start-up procedures to register a business, male (number)",6.0,6.0,6.0,6.0,6.0,6.0
PRI,Time to prepare and pay taxes (hours),218.0,218.0,218.0,218.0,218.0,218.0
PRI,Labor tax and contributions (% of commercial profits),13.5,13.4,13.4,13.4,13.4,13.4
PRI,Other taxes payable by businesses (% of commercial profits),26.4,20.2,20.2,20.2,20.2,20.2
PRI,Tax payments (number),16.0,16.0,16.0,16.0,16.0,16.0
PRI,Profit tax (% of commercial profits),27.1,30.8,30.8,30.8,30.8,30.8
PRI,Total tax and contribution rate (% of profit),67.0,64.4,64.4,64.4,64.4,64.4
PRI,Time required to build a warehouse (days),165.0,165.0,165.0,165.0,165.0,165.0
PRI,Procedures to build a warehouse (number),22.0,22.0,22.0,22.0,22.0,22.0
PRI,Scientific and technical journal articles,586.23,596.93,566.52,549.24,561.8,584.6
PRI,Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),60.0,60.0,60.0,60.0,60.0,60.0
PRI,Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),22.21875,22.21875,22.88125,22.1875,22.225,28.49375
PRI,Liner shipping connectivity index (maximum value in 2004 = 100),10.3940867075,12.50867481,12.8138476281,12.4905013643,13.9351673636,13.0729219083
PRI,Container port traffic (TEU: 20 foot equivalent units),1210503.0,1210500.0,1319572.0,1447616.0,1451950.0,1490218.0
PRI,Mobile cellular subscriptions,3200000.0,3250000.0,3390000.0,3330000.0,3370000.0,3490000.0
PRI,Mobile cellular subscriptions (per 100 people),91.64100665,94.73994535,100.6830426,100.3319104,102.4016319,106.8204687
PRI,Fixed telephone subscriptions,813106.0,813546.0,783739.0,703266.0,686901.0,714199.0
PRI,Fixed telephone subscriptions (per 100 people),23.1,23.4,23.2,21.4,20.9,21.8
PRI,Fixed broadband subscriptions,704000.0,687000.0,660000.0,609000.0,610000.0,670000.0
PRI,Fixed broadband subscriptions (per 100 people),20.0014,19.7598,19.576,18.5111,18.5504,20.4383
PRI,Secure Internet servers,1106.0,1430.0,941.0,1229.0,1347.0,1460.0
PRI,Secure Internet servers (per 1 million people),318.43539389249,419.764509174937,282.983177988299,384.861809871377,421.768647841653,444.910754254764
PRI,"Individuals using the Internet, female (% of female population)",64.2482,69.6833,69.7346,71.6556,78.1409,78.1409
PRI,"Individuals using the Internet, male (% of male population)",62.6093,67.4993,67.645,69.9744,77.2887,77.2887
PRI,Individuals using the Internet (% of population),63.4663,68.6438,68.7408,70.8564,77.7364,77.7364
PRI,General government final consumption expenditure (current US$),9100300000.0,8603700000.0,9057500000.0,8052600000.0,8381200000.0,7713000000.0
PRI,General government final consumption expenditure (current LCU),9100300000.0,8603700000.0,9057500000.0,8052600000.0,8381200000.0,7713000000.0
PRI,General government final consumption expenditure (constant 2015 US$),9100300000.0,8659361422.12411,9007219596.55123,8807037062.2111,9400921858.57438,9301178648.46849
PRI,General government final consumption expenditure (annual % growth),-12.9080457582275,-4.84531914196108,4.01713426048209,-2.22246756831356,6.7432984801608,-1.06099392811052
PRI,General government final consumption expenditure (constant LCU),9151100000.0,8707700000.0,9057500000.0,8856200000.0,9453400000.0,9353100000.0
PRI,General government final consumption expenditure (% of GDP),8.80314968246828,8.24609173953173,8.75581828112388,7.97618021733769,7.97249786923171,7.47884484669483
PRI,Households and NPISHs Final consumption expenditure (current US$),61640500000.0,60979400000.0,62453800000.0,65157100000.0,68758800000.0,65469600000.0
PRI,Households and NPISHs Final consumption expenditure (current LCU),61640500000.0,60979400000.0,62453800000.0,65157100000.0,68758800000.0,65469600000.0
PRI,Households and NPISHs final consumption expenditure: linked series (current LCU),61640500000.0,60979400000.0,62453800000.0,65157099999.9999,68758800000.0,65469600000.0002
PRI,Households and NPISHs Final consumption expenditure (constant 2015 US$),61640500000.0,60958657150.6582,62012053217.1599,63660311743.3102,66470393945.0319,63147663624.6045
PRI,Households and NPISHs Final consumption expenditure (annual % growth),-1.19716449313883,-1.10616047783813,1.72804998623619,2.65796476755618,4.41418228212957,-4.9988124384746
PRI,Households and NPISHs Final consumption expenditure (constant LCU),62079600000.0,61392900000.0,62453800000.0,64113800000.0,66943900000.0,63597500000.0
PRI,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),17747.3028003888,17893.90265651,18648.6375058145,19935.2504430483,20813.012751075,19243.2018168828
PRI,Households and NPISHs Final consumption expenditure per capita growth (annual %),0.556362016554161,0.826040203235664,4.21783254213662,6.8992329162529,4.4030663699677,-7.54244929826959
PRI,"Households and NPISHs Final consumption expenditure, PPP (current international $)",60299906015.6525,59227847521.0726,59522534731.9093,64228303356.4348,70498752648.6839,69828664532.9504
PRI,"Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)",71115725593.1985,70329071543.1588,71544393054.2803,73446017814.825,76688058920.1368,72854566692.0123
PRI,Households and NPISHs final consumption expenditure (% of GDP),59.6277647992029,58.4448233459559,60.3736266923162,64.5387541960477,65.4058352611713,63.4820407850605
PRI,Final consumption expenditure (current US$),70740800000.0,69583100000.0,71511300000.0,73209700000.0,77140000000.0,73182600000.0
PRI,Final consumption expenditure (current LCU),70740800000.0,69583100000.0,71511300000.0,73209700000.0,77140000000.0,73182600000.0
PRI,Final consumption expenditure (constant 2015 US$),70740800000.0,69618472435.0596,71019470130.7161,72468137699.0539,75871865920.7336,72448871125.5119
PRI,Final consumption expenditure (annual % growth),-2.87499727294544,-1.5865350193105,2.01239361717302,2.03981748339072,4.69686172399616,-4.51154687403874
PRI,Final consumption expenditure (constant LCU),71230700000.0,70100600000.0,71511300000.0,72970000000.0,76397300000.0,72950600000.0
PRI,Final consumption expenditure (% of GDP),68.4309144816712,66.6909150854877,69.1294449734401,72.5149344133854,73.378333130403,70.9608856317554
PRI,Gross national expenditure deflator (base year varies by country),95.9978010690855,99.9619417644926,100.000125669346,110.753399852642,104.351702789149,120.144222830821
PRI,Gross national expenditure (current US$),79629600000.0,78008600000.0,79574000000.0,88688000000.0,93275500000.0,84404200000.0
PRI,Gross national expenditure (current LCU),79629600000.0,78008600000.0,79574000000.0,88688000000.0,93275500000.0,84404200000.0
PRI,Gross national expenditure (constant 2015 US$),79629600000.0,75639330359.5734,77135066475.0205,77858897902.8308,85723751361.9515,70402248192.934
PRI,Gross national expenditure (constant LCU),82949400000.0,78038300000.0,79573900000.0,80077000000.0,89385700000.0,70252400000.0
PRI,Gross national expenditure (% of GDP),77.0294702323084,74.7662136141933,76.9235974498649,87.8463441764455,88.7269991172531,81.8418146258784
PRI,Exports of goods and services (current US$),69463100000.0,71740000000.0,71091600000.0,60528300000.0,63684400000.0,62237400000.0
PRI,Exports of goods and services (current LCU),69463100000.0,71740000000.0,71091600000.0,60528300000.0,63684400000.0,62237400000.0
PRI,Exports of goods and services (% of GDP),67.1949349700848,68.7581646726416,68.7237240865963,59.9538818579193,60.5788840862048,60.3479655466984
PRI,"Gross fixed capital formation, private sector (current LCU)",8045900000.0,7697500000.0,7708900000.0,15214700000.0,15579900000.0,10153900000.0
PRI,"Gross fixed capital formation, private sector (% of GDP)",7.78317879961887,7.37755746539808,7.45213663233297,15.0703113469845,14.8201593510289,9.84564277049846
PRI,Gross fixed capital formation (current US$),8804300000.0,8304300000.0,8256100000.0,15620300000.0,16095500000.0,10706500000.0
PRI,Gross fixed capital formation (current LCU),8804300000.0,8304300000.0,8256100000.0,15620300000.0,16095500000.0,10706500000.0
PRI,Gross fixed capital formation (constant 2015 US$),8804300000.0,8289579475.86981,8158157264.87093,15077882521.8855,15318790304.1526,10047178624.018
PRI,Gross fixed capital formation (annual % growth),-3.62045279998269,-5.84624017957351,-1.58539056633012,84.8197090636015,1.59775606367431,-34.4127152044482
PRI,Gross fixed capital formation (constant LCU),8910000000.0,8389100000.0,8256100000.0,15258900000.0,15502700000.0,10167800000.0
PRI,Gross fixed capital formation (% of GDP),8.51681491262436,7.95913614289123,7.98111082647384,15.4720621723269,15.3106165530257,10.3814666603317
PRI,Changes in inventories (current US$),84500000.0,121200000.0,-193500000.0,-142100000.0,40000000.0,515200000.0
PRI,Changes in inventories (current LCU),84500000.0,121200000.0,-193500000.0,-142100000.0,40000000.0,515200000.0
PRI,Changes in inventories (constant LCU),2808700000.0,-451400000.0,-193500000.0,-8151900000.0,-2514300000.0,-12866000000.0
PRI,Gross capital formation (current US$),8888800000.0,8425500000.0,8062700000.0,15478300000.0,16135500000.0,11221600000.0
PRI,Gross capital formation (current LCU),8888800000.0,8425500000.0,8062700000.0,15478300000.0,16135500000.0,11221600000.0
PRI,Gross capital formation (constant 2015 US$),8888800000.0,6020857924.51381,6115596344.3044,5390760203.77687,9851885441.21788,-2046622932.57785
PRI,Gross capital formation (annual % growth),-22.3803783382789,-32.2646709959296,1.57350365975032,-11.8522560960484,82.7550302518644,-120.7739213452
PRI,Gross capital formation (constant LCU),11718700000.0,7937700000.0,8062600000.0,7107000000.0,12988400000.0,-2698200000.0
PRI,Gross capital formation (% of GDP),8.59855575063724,8.07529852870562,7.79415247642478,15.3314097630601,15.3486659868501,10.880928994123
PRI,Imports of goods and services (current US$),43092800000.0,43316300000.0,45938000000.0,46488400000.0,49401600000.0,44513200000.0
PRI,Imports of goods and services (current LCU),43092800000.0,43316300000.0,45938000000.0,46488400000.0,49401600000.0,44513200000.0
PRI,Imports of goods and services (% of GDP),41.6856992227365,41.5158807974567,44.407924945986,46.0472215701365,46.9925727505175,43.1618457707632
PRI,External balance on goods and services (current US$),26370300000.0,28423700000.0,25153600000.0,14039900000.0,14282800000.0,17724200000.0
PRI,External balance on goods and services (current LCU),26370300000.0,28423700000.0,25153600000.0,14039900000.0,14282800000.0,17724200000.0
PRI,External balance on goods and services (% of GDP),25.5092357473483,27.2422838751849,24.3157991406103,13.9066602877828,13.5863113356873,17.1861197759352
PRI,Trade (% of GDP),108.880634192821,110.274045470098,113.131649032582,106.001103428056,107.571456836722,103.509811317462
PRI,"Agriculture, forestry, and fishing, value added (current US$)",854900000.0,840600000.0,846883702.690049,714700000.0,717300000.0,681700000.0
PRI,"Agriculture, forestry, and fishing, value added (current LCU)",854900000.0,840600000.0,846883702.690049,714700000.0,717300000.0,681700000.0
PRI,"Agriculture, forestry, and fishing, value added (% of GDP)",0.826985117363399,0.805660903593846,0.818676213745449,0.70791744297882,0.682321472056496,0.66100460676674
PRI,"Manufacturing, value added (current US$)",49519600000.0,50543700000.0,48966063360.9167,47891800000.0,50084000000.0,49265100000.0
PRI,"Manufacturing, value added (current LCU)",49519600000.0,50543700000.0,48966063360.9167,47891800000.0,50084000000.0,49265100000.0
PRI,"Manufacturing, value added (% of GDP)",47.9026461782531,48.4428777218371,47.3351314082456,47.4373031980594,47.6416960915622,47.7694851882413
PRI,"Industry (including construction), value added (current US$)",52657700000.0,53369800000.0,51960115573.0384,51141100000.0,53450900000.0,51892300000.0
PRI,"Industry (including construction), value added (current LCU)",52657700000.0,53369800000.0,51960115573.0384,51141100000.0,53450900000.0,51892300000.0
PRI,"Industry (including construction), value added (% of GDP)",50.9382784121963,51.1515123633391,50.2294595444349,50.6557670954584,50.8444120601485,50.3169273224611
PRI,Chemicals (% of value added in manufacturing),40.3324216845942,40.3324216845942,39.335737592377,38.5373090969455,38.2479946915042,37.8133729927447
PRI,"Food, beverages and tobacco (% of value added in manufacturing)",4.99472169906022,4.99472169906022,3.49155822757381,3.50618359893758,2.22868080248644,2.275659706172
PRI,Machinery and transport equipment (% of value added in manufacturing),0.0,0.0,0.0,0.0,0.0,0.0
PRI,Other manufacturing (% of value added in manufacturing),46.4118546335785,46.4118546335785,49.7432294677784,51.2269671314741,52.3828732435272,53.0285186003979
PRI,Textiles and clothing (% of value added in manufacturing),8.26100198276709,8.26100198276709,7.42947471227082,6.72954017264276,7.14045126248213,6.88244870068533
PRI,"Services, value added (current US$)",49492000000.0,50444100000.0,50110072513.9404,49559800000.0,50233100000.0,51132200000.0
PRI,"Services, value added (current LCU)",49492000000.0,50444100000.0,50110072513.9404,49559800000.0,50233100000.0,51132200000.0
PRI,"Services, value added (% of GDP)",47.8759473956595,48.3474175433956,48.4410365979578,49.0894737519823,47.7835253561427,49.5799028225294
PRI,Adjusted savings: education expenditure (current US$),6003137885.67323,6036188695.10098,5955485035.44142,5830561255.7568,6103454682.24268,6081340309.75501
PRI,Adjusted savings: education expenditure (% of GNI),8.62495026820096,8.62495026820096,8.62495026820096,8.62495026820096,8.62495026820096,8.62495026820096
PRI,Adjusted savings: carbon dioxide damage (current US$),145173466.112564,162895956.131686,46788988.0548708,48908454.6135929,50724476.3089655,50910885.5050088
PRI,Adjusted savings: carbon dioxide damage (% of GNI),0.208576572674009,0.232757720391863,0.06776151609334,0.0723486076611074,0.0716800743713575,0.0722051115748961
PRI,Adjusted savings: consumption of fixed capital (current US$),13134333172.5548,13345476669.6746,12883617365.3684,12530271898.0898,13154231611.2039,13693173418.2128
PRI,Adjusted savings: consumption of fixed capital (% of GNI),18.8706260920014,19.0689984020544,18.6585237624724,18.5356035598382,18.588586197439,19.4205444409169
PRI,Adjusted savings: particulate emission damage (current US$),37396556.9392397,39274990.6606181,39691427.7757043,40238014.6348853,40796157.4030648,42828856.190352
