Country Code,Indicator Name,2017,2018,2019,2020
PHL,Domestic private health expenditure (% of current health expenditure),60.37,60.83,58.99,54.06
PHL,Domestic private health expenditure per capita (current US$),74.0,77.0,84.0,90.0
PHL,"Domestic private health expenditure per capita, PPP (current international $)",191.0,206.0,224.0,229.0
PHL,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",,,,
PHL,Ease of doing business rank (1=most business-friendly regulations),,,95.0,
PHL,Ease of doing business score (0 = lowest performance to 100 = best performance),59.33172,60.87374,62.82943,
PHL,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",0.0398200005292892,,0.127110004425049,0.19548000395298
PHL,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",0.0540699996054173,,0.101410001516342,0.136539995670319
PHL,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",0.0468900017440319,,0.114330001175404,0.165999993681908
PHL,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",18.8053302764893,,27.0102195739746,22.6494102478027
PHL,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",13.1926603317261,,21.7845497131348,18.0306091308594
PHL,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",16.0239295959473,,24.4117908477783,20.3396892547607
PHL,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",0.535080015659332,,0.711510002613068,0.629610002040863
PHL,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",0.244029998779297,,0.445520013570786,0.403430014848709
PHL,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",0.390850007534027,,0.579249978065491,0.516510009765625
PHL,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",62.025260925293,,73.3515701293945,65.7818832397461
PHL,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",56.7497482299805,,69.0899124145508,61.2710113525391
PHL,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",59.4109382629395,,71.2324905395508,63.5261306762695
PHL,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",23.1516494750977,,33.1401481628418,37.2584609985352
PHL,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",16.9358291625977,,27.5815696716309,33.3335800170898
PHL,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",20.0713500976562,,30.3761901855469,35.2957496643066
PHL,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",85.7535934448242,,84.530891418457,87.2799987792969
PHL,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",82.2983016967773,,80.2336807250977,83.5328979492188
PHL,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",84.0412979125977,,82.3941421508789,85.4061889648438
PHL,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",27.4017543792725,,30.9643001556396,36.268741607666
PHL,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",22.6841773986816,,25.2949199676514,31.7386093139648
PHL,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",25.0633068084717,,28.1452407836914,34.003360748291
PHL,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",59.5707397460938,,,
PHL,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",55.9086494445801,,,
PHL,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",57.7738304138184,,,
PHL,Electric power consumption (kWh per capita),,,,
PHL,Electric power transmission and distribution losses (% of output),,,,
PHL,Electricity production from coal sources (% of total),,,,
PHL,Electricity production from hydroelectric sources (% of total),,,,
PHL,Electricity production from natural gas sources (% of total),,,,
PHL,Electricity production from nuclear sources (% of total),,,,
PHL,Electricity production from oil sources (% of total),,,,
PHL,"Electricity production from oil, gas and coal sources (% of total)",,,,
PHL,"Electricity production from renewable sources, excluding hydroelectric (% of total)",,,,
PHL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",,,,
PHL,"Employers, female (% of female employment) (modeled ILO estimate)",2.30904305797402,2.52288254733971,2.15866499220974,1.85532320489862
PHL,"Employers, male (% of male employment) (modeled ILO estimate)",4.2026628040357,4.29470434504308,3.44160613467498,2.94640127017002
PHL,"Employers, total (% of total employment) (modeled ILO estimate)",3.48814902467867,3.61884053983219,2.94506670243052,2.52616927172568
PHL,Employment in agriculture (% of total employment) (modeled ILO estimate),25.4397582783661,24.2932194598948,22.8580655583275,24.769468625484
PHL,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",15.2533558316886,14.2786776707756,13.6105366057689,14.9366251832446
PHL,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",31.6125020051292,30.4690282042802,28.6970185338285,30.9289620409441
PHL,Employment in industry (% of total employment) (modeled ILO estimate),18.2725312183343,19.0643407027799,19.1162860515098,18.3004112200884
PHL,"Employment in industry, female (% of female employment) (modeled ILO estimate)",9.87580467438263,9.81113636200669,9.69633529089117,9.1293291065665
PHL,"Employment in industry, male (% of male employment) (modeled ILO estimate)",23.3607725895662,24.7706448717343,25.0641036340326,24.0453675285308
PHL,Employment in services (% of total employment) (modeled ILO estimate),56.2877105032996,56.6424398373253,58.0256483901627,56.9301201544276
PHL,"Employment in services, female (% of female employment) (modeled ILO estimate)",74.8708394939288,75.9101859672177,76.6931281033399,75.9340519891818
PHL,"Employment in services, male (% of male employment) (modeled ILO estimate)",45.0267215704889,44.7603193650494,46.2388741312725,45.0256664972336
PHL,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",43.678,44.158,45.228,41.364
PHL,"Employment to population ratio, 15+, female (%) (national estimate)",43.703,44.178,45.242,41.378
PHL,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",71.468,70.911,70.849,65.231
PHL,"Employment to population ratio, 15+, male (%) (national estimate)",71.513,70.942,70.878,65.247
PHL,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",57.632,57.6,58.109,53.37
PHL,"Employment to population ratio, 15+, total (%) (national estimate)",57.632,57.602,58.114,53.365
PHL,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",25.112,25.01,24.82,21.198
PHL,"Employment to population ratio, ages 15-24, female (%) (national estimate)",25.05,24.957,24.764,21.284
PHL,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",43.126,41.218,39.598,34.463
PHL,"Employment to population ratio, ages 15-24, male (%) (national estimate)",43.119,41.201,39.569,34.427
PHL,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",34.323,33.307,32.395,28.009
PHL,"Employment to population ratio, ages 15-24, total (%) (national estimate)",34.337,33.32,32.401,28.008
PHL,"Energy imports, net (% of energy use)",,,,
PHL,Energy intensity level of primary energy (MJ/$2017 PPP GDP),2.89,2.8,2.66,2.78
PHL,Energy related methane emissions (% of total),,,,
PHL,Energy use (kg of oil equivalent per capita),,,,
PHL,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",,,,
PHL,Exclusive breastfeeding (% of children under 6 months),,54.9,,
PHL,Expenditure on primary education (% of government expenditure on education),,,,
PHL,Expenditure on secondary education (% of government expenditure on education),,,,
PHL,Expenditure on tertiary education (% of government expenditure on education),,,,
PHL,Expense (% of GDP),13.613157568526868,14.212559318198153,14.8359837062188,19.560302924463908
PHL,Expense (current LCU),2253883000000.0,2595951000000.0,2895667000000.0,3511382170000.0
PHL,Export unit value index (2015 = 100),100.1,102.0,100.1,99.7
PHL,Export value index (2015 = 100),116.8045667365,114.7222444733,119.5603067621,108.5881898234
PHL,Export volume index (2015 = 100),114.8949215678,109.9561120137,117.7282761804,106.9789723612
PHL,Exports as a capacity to import (constant LCU),5114739499630.367,5518572505300.0,5500627758870.838,4702314596454.798
PHL,Exports of goods and services (% of GDP),29.55229085502617,30.213605373658297,28.382920012203066,25.202839310203156
PHL,"Exports of goods and services (BoP, current US$)",86645909125.5701,90373832107.3556,94740948716.8764,80033714168.1405
PHL,Exports of goods and services (annual % growth),17.40178114847228,11.816337847109423,2.63601726823903,-16.143499440905856
PHL,Exports of goods and services (constant 2015 US$),106899163874.48242,119530730233.62642,122681580923.43704,102876480592.9675
PHL,Exports of goods and services (constant LCU),4935390133100.0,5518572505300.0,5664043029500.0,4749668274700.0
PHL,Exports of goods and services (current LCU),4892869683900.0,5518572505300.0,5539739492200.0,4524306240500.0
PHL,Exports of goods and services (current US$),97073582741.51192,104793441904.25516,106953484846.44012,91171559890.9852
PHL,"Exports of goods, services and primary income (BoP, current US$)",97229283617.3964,102372996607.0834,108142588862.3946,91627234581.3143
PHL,External balance on goods and services (% of GDP),-9.063788033443815,-11.736187552500883,-12.07600223410358,-7.763881681821835
PHL,External balance on goods and services (constant LCU),,-2143636985500.0,-2176921561400.0,-1401221766300.0
PHL,External balance on goods and services (current LCU),-1500659759600.0,-2143636985500.0,-2356977592700.0,-1393738932000.0
PHL,External balance on goods and services (current US$),-29772797714.136974,-40706015493.69245,-45505202473.72262,-28085930915.49718
PHL,External debt stocks (% of GNI),20.04508926080737,20.57999656345429,20.176919835495635,25.31014098409619
PHL,"External debt stocks, long-term (DOD, current US$)",57640152823.8,61756078394.6,65276939392.7,83082837480.1
PHL,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",21135620000.0,23379092000.0,23523648423.4,26583796008.6
PHL,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",36504532823.8,38376986394.6,41753290969.3,56499041471.5
PHL,"External debt stocks, short-term (DOD, current US$)",14274661000.0,16068000000.0,17208184000.0,14208678000.0
PHL,"External debt stocks, total (DOD, current US$)",73108188466.5,78989513051.7,83643882832.2,98498410045.2
PHL,External health expenditure (% of current health expenditure),2.19,0.31,0.41,0.74
PHL,External health expenditure per capita (current US$),3.0,0.0,1.0,1.0
PHL,"External health expenditure per capita, PPP (current international $)",7.0,1.0,2.0,3.0
PHL,Female genital mutilation prevalence (%),,,,
PHL,Female headed households (% of households with a female head),20.6,,,
PHL,Female primary school age children out-of-school (%),,,4.81208038330078,
PHL,Female pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,,,89.1617202758789,
PHL,Female share of employment in senior and middle management (%),23.245,25.509,29.31,35.429
PHL,"Fertility rate, total (births per woman)",2.865,2.831,2.805,2.777
PHL,Fertilizer consumption (% of fertilizer production),652.8851582565283,366.2112342881101,1403.632540770887,634.1566071966091
PHL,Fertilizer consumption (kilograms per hectare of arable land),212.59871377459748,169.0010733452594,195.4843810375671,209.1678783542039
PHL,Final consumption expenditure (% of GDP),83.50501417038288,84.58560551392642,85.67419376619452,90.33050265353424
PHL,Final consumption expenditure (annual % growth),6.030706079196264,6.787626742288992,6.327629986140451,-5.260081637673991
PHL,Final consumption expenditure (constant 2015 US$),291095415439.1834,310853885703.11066,330523569387.9434,313137759806.38354
PHL,Final consumption expenditure (constant LCU),14467707776000.0,15449721778000.0,16427323006000.0,15563232405000.0
PHL,Final consumption expenditure (current LCU),13825633833000.0,15449721778000.0,16721771913000.0,16215746640000.0
PHL,Final consumption expenditure (current US$),274297885810.8092,293378318401.1524,322840411795.68616,326771628041.3451
PHL,Financial intermediary services indirectly Measured (FISIM) (constant LCU),,,,
PHL,Financial intermediary services indirectly Measured (FISIM) (current LCU),,,,
PHL,Firms competing against unregistered firms (% of firms),,,,
PHL,Firms expected to give gifts in meetings with tax officials (% of firms),,,,
PHL,Firms experiencing electrical outages (% of firms),,,,
PHL,Firms experiencing losses due to theft and vandalism (% of firms),,,,
PHL,Firms formally registered when operations started (% of firms),,,,
PHL,Firms offering formal training (% of firms),,,,
PHL,Firms that do not report all sales for tax purposes (% of firms),,,,
PHL,Firms that spend on R&D (% of firms),,,,
PHL,Firms using banks to finance investment (% of firms),,,,
PHL,Firms using banks to finance working capital (% of firms),,,,
PHL,Firms visited or required meetings with tax officials (% of firms),,,,
PHL,Firms with female participation in ownership (% of firms),,,,
PHL,Firms with female top manager (% of firms),,,,
PHL,"Fish species, threatened",,91.0,,
PHL,Fixed broadband subscriptions,3400000.0,3790000.0,6310000.0,7940000.0
PHL,Fixed broadband subscriptions (per 100 people),3.14401,3.4609,5.69731,7.08109
PHL,Fixed telephone subscriptions,4163280.0,4132440.0,4255810.0,4731200.0
PHL,Fixed telephone subscriptions (per 100 people),3.85,3.78,3.84,4.22
PHL,Food exports (% of merchandise exports),9.31222437563792,8.657875296860949,9.060907310557878,9.316113919092295
PHL,Food imports (% of merchandise imports),11.074767781378368,11.19207180613761,12.034014821789366,13.794361400782613
PHL,Food production index (2014-2016 = 100),101.95,101.61,101.33,100.67
PHL,"Food, beverages and tobacco (% of value added in manufacturing)",32.746159397505146,35.30748831530236,37.87161636109529,39.06721732919092
PHL,"Foreign direct investment, net (BoP, current US$)",-6951710899.59074,-5832900583.819079,-5320429168.28775,-3260102016.5143
PHL,"Foreign direct investment, net inflows (% of GDP)",3.1223877840866816,2.8683382607363828,2.3011749859475743,1.885863632111708
PHL,"Foreign direct investment, net inflows (BoP, current US$)",10256442398.8834,9948598823.96867,8671365873.65689,6822133290.81919
PHL,"Foreign direct investment, net outflows (% of GDP)",1.0060655402502237,1.1866208438744903,0.8892591822604176,0.9846634403488016
PHL,"Foreign direct investment, net outflows (BoP, current US$)",3304731499.29268,4115698240.14959,3350936705.36913,3562031274.30489
PHL,Forest area (% of land area),23.758023946071035,23.87500419223933,23.99201797632223,24.109031760405134
PHL,Forest area (sq. km),70839.3,71188.1,71537.0,71885.9
PHL,Forest rents (% of GDP),0.296677829690723,0.198451064762095,0.168695263776435,0.190645713845517
PHL,Fossil fuel energy consumption (% of total),,,,
PHL,Fuel exports (% of merchandise exports),1.5088466587211262,1.6957157194211647,1.475881529096064,1.0897025700144671
PHL,Fuel imports (% of merchandise imports),11.190855400788662,12.026051410067318,12.002698765865931,8.684470192341662
PHL,GDP (constant 2015 US$),351113338977.9417,373379140707.0472,396224439244.7201,358510629282.92236
PHL,GDP (constant LCU),17175978086000.0,18265190258000.0,19382750611000.0,17537843279000.0
PHL,GDP (current LCU),16556651083000.0,18265190258000.0,19517863172000.0,17951573570000.0
PHL,GDP (current US$),328480736798.7918,346841896583.5147,376823402244.9279,361751145451.59674
PHL,GDP deflator (base year varies by country),96.39422570348522,100.0,100.69707630104534,102.35907166245124
PHL,GDP deflator: linked series (base year varies by country),96.3942257034852,100.0,100.697076301045,102.359071662451
PHL,GDP growth (annual %),6.930988325217655,6.341485570989462,6.118525661185046,-9.518294740649395
PHL,GDP per capita (constant 2015 US$),3289.4722680988534,3439.1005233495107,3589.613636486287,3195.5388826226404
PHL,GDP per capita (constant LCU),160916.4258920968,168236.03283358403,175598.92579691665,156321.33481643538
PHL,GDP per capita (current LCU),155114.1427684093,168236.03283358403,176822.98429353713,160009.06712845544
PHL,GDP per capita (current US$),3077.43441889625,3194.6727013220875,3413.8490443041883,3224.422811217668
PHL,GDP per capita growth (annual %),5.0643932525349555,4.548700917826395,4.37652555122709,-10.978194139283149
PHL,"GDP per capita, PPP (constant 2021 international $)",8695.214611815672,9090.733918670308,9488.592211414982,8446.916137360944
PHL,"GDP per capita, PPP (current international $)",7874.391182849398,8426.753323348534,8958.371063825096,8230.311614282084
PHL,GDP per person employed (constant 2021 PPP $),22161.822135253387,23073.24286283696,23759.269287140636,22918.268674449533
PHL,GDP per unit of energy use (PPP $ per kg of oil equivalent),,,,
PHL,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),,,,
PHL,"GDP, PPP (constant 2021 international $)",928114173538.5018,986970399935.754,1047358437124.1237,947667774087.5906
PHL,"GDP, PPP (current international $)",840500711144.9617,914882799575.082,988832200555.3496,923366701020.7542
PHL,GDP: linked series (current LCU),16556651083000.0,18265190258000.0,19517863171999.9,17951573570000.0
PHL,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),,,,
PHL,GNI (constant 2015 US$),389697119862.329,412733266056.467,434923187644.395,385077978757.34
PHL,GNI (constant LCU),19084224137000.0,20212348916000.0,21299032434000.0,18858015834000.0
PHL,GNI (current LCU),18383179108000.0,20212348916000.0,21472060353000.0,19312000510000.0
PHL,GNI (current US$),364718697508.83466,383816939950.16846,414552288030.8615,389165789740.5325
PHL,GNI growth (annual %),6.817406519787724,5.878269933196606,5.424620242121051,-11.446404539192429
PHL,GNI per capita (constant 2015 US$),3650.9517766445774,3801.5813861766646,3940.2067377983135,3432.343572133613
PHL,GNI per capita (constant LCU),178794.19289390245,186170.8171578813,192959.56961864492,168088.5249265634
PHL,GNI per capita (current LCU),172226.31886127012,186170.8171578813,194527.12405501233,172135.05957791954
PHL,GNI per capita growth (annual %),4.973554659752068,4.125762780425532,3.646518054978756,-12.88925174389398
PHL,"GNI per capita, Atlas method (current US$)",3480.0,3640.0,3770.0,3350.0
PHL,"GNI per capita, PPP (constant 2021 international $)",9671.376810054226,10070.394874838148,10437.61364215678,9092.283343764168
PHL,"GNI per capita, PPP (current international $)",8740.0,9330.0,9860.0,8850.0
PHL,"GNI, Atlas method (current US$)",371432741926.4345,395267673123.8989,416217284040.43536,375814681914.0112
PHL,"GNI, PPP (constant 2021 international $)",1032308263311.35,1093331049621.5436,1152112185662.6335,1020072151497.7288
PHL,"GNI, PPP (current international $)",933224662156.71,1012413782777.8248,1087837562042.8431,993342345811.4052
PHL,GNI: linked series (current LCU),18383179108000.0,20212348916000.0,21472060352999.9,19312000510000.0
PHL,General government final consumption expenditure (% of GDP),11.323366305792192,12.042783652015764,12.467754430162064,15.261454587348467
PHL,General government final consumption expenditure (annual % growth),6.506792194628019,13.39039753539511,9.102868603667927,10.500913629669697
PHL,General government final consumption expenditure (constant 2015 US$),38947891213.006546,44163168678.081345,48183283894.06333,53242968919.71746
PHL,General government final consumption expenditure (constant LCU),1939879737800.0,2199637346400.0,2399867443800.0,2651875451300.0
PHL,General government final consumption expenditure (current LCU),1874770250100.0,2199637346400.0,2433439250300.0,2739671248100.0
PHL,General government final consumption expenditure (current US$),37195077071.69233,41769419220.10094,46981416427.27942,55208486782.308334
PHL,Gini index,,42.3,,
PHL,Goods and services expense (% of expense),20.64756688789968,20.24714642148484,19.78538968741917,25.20659834642835
PHL,Goods and services expense (current LCU),465372000000.0,525606000000.0,572919000000.0,885100000000.0
PHL,"Goods exports (BoP, current US$)",51814261868.7948,51976749434.2426,53476930080.7485,48211513848.63889
PHL,"Goods imports (BoP, current US$)",92029051174.0083,102949246902.723,102788477624.601,81986787675.95001
PHL,Government Effectiveness: Estimate,-0.0352476872503757,0.0622235201299191,0.0599960312247276,0.068197175860405
PHL,Government Effectiveness: Number of Sources,9.0,9.0,9.0,8.0
PHL,Government Effectiveness: Percentile Rank,52.3809509277344,53.8095245361328,54.2857131958008,54.2857131958008
PHL,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",38.5714302062988,42.3809509277344,39.0476188659668,39.0476188659668
PHL,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",64.7619018554688,67.1428604125977,66.6666641235352,68.5714263916016
PHL,Government Effectiveness: Standard Error,0.199878841638565,0.207521453499794,0.214501276612282,0.232876241207123
PHL,"Government expenditure on education, total (% of GDP)",3.97099995613098,3.86400008201599,3.35599994659424,3.87700009346008
PHL,"Government expenditure on education, total (% of government expenditure)",19.6270008087158,18.7360000610352,17.8880004882812,16.9740009307861
PHL,"Government expenditure per student, primary (% of GDP per capita)",,,,
PHL,"Government expenditure per student, secondary (% of GDP per capita)",,,,
PHL,"Government expenditure per student, tertiary (% of GDP per capita)",,,,
PHL,Grants and other revenue (% of revenue),8.964280643821281,9.480139901219736,9.844209969335928,12.294335880628148
PHL,Grants and other revenue (current LCU),221624000000.0,268717000000.0,308775000000.0,351062830000.0
PHL,"Grants, excluding technical cooperation (BoP, current US$)",428590000.0,443350000.0,389510000.0,413740000.0
PHL,Gross capital formation (% of GDP),25.558773864268915,27.15058204185939,26.401808464322603,17.4333790282876
PHL,Gross capital formation (annual % growth),10.898757206902149,11.282334716165082,3.4934465920170226,-34.22441593206591
PHL,Gross capital formation (constant 2015 US$),87603930978.76726,97487699696.31,100893380418.98654,66363210256.47105
PHL,Gross capital formation (constant LCU),4456327663100.0,4959105466100.0,5132349167000.0,3375832641000.0
PHL,Gross capital formation (current LCU),4231677009800.0,4959105466100.0,5153068851000.0,3129565862000.0
PHL,Gross capital formation (current US$),83955648706.08757,94169593687.44827,99488192909.44978,63065448325.74884
PHL,Gross domestic income (constant LCU),17355327452530.367,18265190258000.0,19219335340370.836,17490489600754.797
PHL,Gross domestic savings (% of GDP),16.49498582961712,15.414394486073576,14.32580623380548,9.669497346465768
PHL,Gross domestic savings (current LCU),2731017250000.0,2815468480000.0,2796091259000.0,1735826930000.0
PHL,Gross domestic savings (current US$),54182850987.982635,53463578182.362305,53982990449.24178,34979517410.25166
PHL,Gross fixed capital formation (% of GDP),25.642928190105412,27.28329900214062,27.155125212699694,21.3022620640381
PHL,Gross fixed capital formation (annual % growth),10.556465491327486,12.94892392365452,3.856314229863529,-27.31568408117691
PHL,Gross fixed capital formation (constant 2015 US$),91055119582.52551,102845777745.8594,106811834107.8868,77635450941.66568
PHL,Gross fixed capital formation (constant LCU),4412035368100.0,4983346471400.0,5175519970500.0,3761791285800.0
PHL,Gross fixed capital formation (current LCU),4245610147900.0,4983346471400.0,5300100183200.0,3824091246500.0
PHL,Gross fixed capital formation (current US$),84232079455.64336,94629911709.57568,102326866710.3652,77061177023.75877
PHL,"Gross fixed capital formation, private sector (% of GDP)",,,,
PHL,"Gross fixed capital formation, private sector (current LCU)",,,,
PHL,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",93.47241,,,
PHL,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",95.52592,,,
PHL,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",94.5203,,,
PHL,Gross national expenditure (% of GDP),109.0637880346518,111.73618755578585,112.07600223051712,107.76388168182184
PHL,Gross national expenditure (constant 2015 US$),378699346417.9507,408341585399.42065,431416949806.92993,379500970062.8546
PHL,Gross national expenditure (constant LCU),18924035439100.0,20408827244100.0,21559672173000.0,18939065046000.0
PHL,Gross national expenditure (current LCU),18057310842800.0,20408827244100.0,21874840764000.0,19345312502000.0
PHL,Gross national expenditure (current US$),358253534516.8968,387547912088.6007,422328604705.1359,389837076367.09393
PHL,Gross national expenditure deflator (base year varies by country),95.41998006139212,100.0,101.46184315081884,102.14502381724382
PHL,Gross savings (% of GDP),35.48863167521515,33.80705071795904,31.75518720958255,24.81817336063992
PHL,Gross savings (% of GNI),31.96252882092297,30.5502450997456,28.86511069587607,23.06986605172483
PHL,Gross savings (current LCU),5875728920596.391,6174922134253.772,6197933989578.768,4455252649565.416
PHL,Gross savings (current US$),116573318806.55617,117257015889.11984,119660976832.39516,89780026412.27794
PHL,Gross value added at basic prices (GVA) (constant 2015 US$),,,,
PHL,Gross value added at basic prices (GVA) (constant LCU),,,,
PHL,Gross value added at basic prices (GVA) (current LCU),,,,
PHL,Gross value added at basic prices (GVA) (current US$),,,,
PHL,HFC gas emissions (thousand metric tons of CO2 equivalent),,,,
PHL,High-technology exports (% of manufactured exports),60.31751839732586,61.34579372354565,62.24658366354351,67.04488321827799
PHL,High-technology exports (current US$),33502474391.0,33903552582.999996,35825934134.0,34896245637.0
PHL,"Hospital beds (per 1,000 people)",0.99,0.95,0.98,0.99
PHL,Households and NPISHs Final consumption expenditure (annual % growth),5.957366506755449,5.7652163711795765,5.866914547210399,-7.956529279789564
PHL,Households and NPISHs Final consumption expenditure (constant 2015 US$),252145421838.03064,266682150977.01657,282328164887.50073,259864641783.13416
PHL,Households and NPISHs Final consumption expenditure (constant LCU),12527828038000.0,13250084431000.0,14027455562000.0,12911356953000.0
PHL,Households and NPISHs Final consumption expenditure (current LCU),11950863583000.0,13250084431000.0,14288332663000.0,13476075392000.0
PHL,Households and NPISHs Final consumption expenditure (current US$),237102808741.1009,251608899169.65793,275858995374.1987,271563141261.05188
PHL,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),2362.2724647222717,2456.34162437752,2557.765070161119,2316.2704232724004
PHL,Households and NPISHs Final consumption expenditure per capita growth (annual %),4.1077670470139935,3.9821468971111216,4.129044786646958,-9.441627368595915
PHL,"Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)",655625715500.612,693423956584.3164,734106547567.0038,675697145164.9828
PHL,"Households and NPISHs Final consumption expenditure, PPP (current international $)",594414805483.673,642502429077.9976,693395990779.3062,651248540188.6824
PHL,Households and NPISHs final consumption expenditure (% of GDP),72.18164786519468,72.54282185862573,73.2064393375695,75.06904806674282
PHL,Households and NPISHs final consumption expenditure: linked series (current LCU),11950863583000.0,13250084431000.0,14288332663000.0,13476075392000.0
PHL,Human capital index (HCI) (scale 0-1),0.548,0.549015581607819,,0.51596212387085
PHL,"Human capital index (HCI), female (scale 0-1)",0.579,0.578967392444611,,0.538472712039948
PHL,"Human capital index (HCI), female, lower bound (scale 0-1)",0.566,0.563265144824982,,0.521247088909149
PHL,"Human capital index (HCI), female, upper bound (scale 0-1)",0.604,0.593336760997772,,0.554558217525482
PHL,"Human capital index (HCI), lower bound (scale 0-1)",0.53,0.534780919551849,,0.500622451305389
PHL,"Human capital index (HCI), male (scale 0-1)",0.521,0.522073030471802,,0.494559079408646
PHL,"Human capital index (HCI), male, lower bound (scale 0-1)",0.483,0.505406558513641,,0.475894331932068
PHL,"Human capital index (HCI), male, upper bound (scale 0-1)",0.53,0.537579774856567,,0.512210607528687
PHL,"Human capital index (HCI), upper bound (scale 0-1)",0.564,0.562290370464325,,0.530668556690216
PHL,"IBRD loans and IDA credits (DOD, current US$)",5132447000.0,5841881000.0,6455837000.0,8100178000.0
PHL,ICT goods exports (% of total goods exports),35.87,38.32,49.02,50.86
PHL,ICT goods imports (% total goods imports),19.76,22.06,21.0,24.56
PHL,"ICT service exports (% of service exports, BoP)",16.18767114635931,15.469859434088844,14.778028173448622,18.63383863708008
PHL,"ICT service exports (BoP, current US$)",5638432512.78667,5939974716.32148,6098008299.54407,5929697458.30431
PHL,IDA resource allocation index (1=low to 6=high),,,,
PHL,"IFC, private nonguaranteed (NFL, US$)",-55675105.0,225840339.0,123885693.0,-39408874.0
PHL,"IMF repurchases and charges (TDS, current US$)",621258.8,1121495.8,11502513.4,3659587.4
PHL,"Immunization, DPT (% of children ages 12-23 months)",80.0,75.0,71.0,71.0
PHL,"Immunization, HepB3 (% of one-year-old children)",80.0,75.0,71.0,71.0
PHL,"Immunization, measles (% of children ages 12-23 months)",78.0,77.0,75.0,72.0
PHL,Import unit value index (2015 = 100),99.0,104.1,100.8,98.1
PHL,Import value index (2015 = 100),136.3242168075,154.0063626067,151.0492439212,121.4167415349
PHL,Import volume index (2015 = 100),132.845488798,142.2020123575,145.9555623112,120.2024044347
PHL,Imports of goods and services (% of GDP),38.616078888469985,41.949792926159176,40.45892224630664,32.96672099202499
PHL,"Imports of goods and services (BoP, current US$)",118167562265.203,129738212432.787,131013129558.322,99942619162.3914
PHL,Imports of goods and services (annual % growth),15.145034016807756,14.64456789993747,2.33294456794259,-21.55442140194654
PHL,Imports of goods and services (constant 2015 US$),133878420270.02794,153484336429.83582,157065040919.2184,123210580124.3503
PHL,Imports of goods and services (constant LCU),6683447485700.0,7662209490800.0,7840964590900.0,6150890041000.0
PHL,Imports of goods and services (current LCU),6393529443500.0,7662209490800.0,7896717084900.0,5918045172500.0
PHL,Imports of goods and services (current US$),126846380455.64893,145499457397.9476,152458687320.16272,119257490806.4824
PHL,"Imports of goods, services and primary income (BoP, current US$)",125524759403.3074,138068438388.45267,139138524706.27115,107434710923.5192
PHL,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",0.31,0.34,0.38,0.42
