DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
1983-0265-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,"San Jacinto, Masbate",,,No,No,No,,,,,,,1983,4.0,8.0,1983,4.0,8.0,,,150.0,,150.0,,,,,750.0,2294.0,32.68770482,,2003-07-01,2023-09-25
1983-0266-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,Cebu city,,,No,No,No,,,,,,,1983,4.0,24.0,1983,4.0,24.0,,,400.0,,400.0,,,,,250.0,765.0,32.68770482,,2003-07-01,2023-09-25
1983-9016-PHL,Yes,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,PHL,Philippines,South-eastern Asia,Asia,Misamis Oriental,,,No,No,No,,,Km2,,,,1983,,,1983,,,,,1691060.0,,1691060.0,,,,,,,32.68770482,,2006-02-13,2023-09-25
1984-0073-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,June (Maring),PHL,Philippines,South-eastern Asia,Asia,"Northern Luzon, Pangasinan province",,,Yes,No,No,,,Kph,,,,1984,8.0,27.0,1984,8.0,27.0,138.0,103.0,475899.0,7745.0,483747.0,,,,,23000.0,67462.0,34.09345589,,2003-07-01,2023-09-25
1984-0083-PHL,Yes,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mayon,PHL,Philippines,South-eastern Asia,Asia,"Daraga, Legaspi, Guinobatan, Camalig, Ligao, Tabaco, Sto. Domingo, Malipilot municipalities (Albay province)",,,Yes,No,No,,,,,,,1984,9.0,10.0,1984,9.0,10.0,,,70000.0,,70000.0,,,,,,,34.09345589,,2003-07-01,2023-09-25
1984-0096-PHL,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,Ferry,PHL,Philippines,South-eastern Asia,Asia,Marinduque Isl.,,,No,No,No,,,,,,,1984,10.0,28.0,1984,10.0,28.0,100.0,,,,,,,,,,,34.09345589,,2003-07-01,2023-09-25
1984-0105-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Agnes (Undang),PHL,Philippines,South-eastern Asia,Asia,"Capiz, Ilailo, Aklau, Antique, Leyte, Eastern Samar, Roxas, Tacloban",,,Yes,No,No,,230.0,Kph,,,,1984,11.0,3.0,1984,11.0,3.0,1079.0,197.0,1495738.0,765965.0,2261900.0,,,,,96600.0,283339.0,34.09345589,,2003-07-01,2023-09-25
1984-0185-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Ike (Nitang) and Maring,PHL,Philippines,South-eastern Asia,Asia,"Surigao del Norte, Bohol Isl, Mindanao, Negros Occidental, Cebu provinces",,,No,No,No,,275.0,Kph,,,,1984,9.0,1.0,1984,9.0,1.0,1399.0,2565.0,1237224.0,547076.0,1786865.0,,,,,216700.0,635606.0,34.09345589,,2003-07-01,2023-09-25
1984-0186-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Warren (Reming),PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1984,10.0,23.0,1984,10.0,23.0,63.0,,1954.0,740.0,2694.0,,,,,190.0,557.0,34.09345589,,2003-07-01,2023-09-25
1984-0188-PHL,Yes,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,Cotabo city,,,No,No,No,,,,,,,1984,10.0,,1984,10.0,,11.0,,,,,,,,,,,34.09345589,,2003-07-01,2023-09-25
1984-0342-PHL,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,,PHL,Philippines,South-eastern Asia,Asia,Southern coast,,,No,No,No,,,,,,,1984,1.0,23.0,1984,1.0,23.0,104.0,,,,,,,,,,,34.09345589,,2003-07-01,2023-09-25
1984-0344-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Hotel Baguio,PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,,,,,1984,10.0,23.0,1984,10.0,23.0,24.0,50.0,200.0,,250.0,,,,,,,34.09345589,,2003-07-01,2023-09-25
1985-0039-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,Paco district (Manila),,,No,No,No,,,,,,,1985,3.0,,1985,3.0,,,,15000.0,10000.0,25000.0,,,,,,,35.30228249,,2003-07-01,2023-09-25
1985-0117-PHL,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PHL,Philippines,South-eastern Asia,Asia,Southern,,,No,No,No,,,Km2,,,,1985,10.0,,1985,10.0,,25.0,,5000.0,,5000.0,,,,,,,35.30228249,,2003-07-01,2023-09-25
1985-0124-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Dot (Saling),PHL,Philippines,South-eastern Asia,Asia,"Aurora, Nueva Ecija, Tarlac, Bur Lacan provinces (Central Luzon)",,,No,No,No,,240.0,Kph,,,,1985,10.0,15.0,1985,10.0,15.0,81.0,24.0,1183602.0,,1183626.0,,,,,62373.0,176683.0,35.30228249,,2003-07-01,2023-09-25
1985-0125-PHL,Yes,nat-geo-mmd-lan,Natural,Geophysical,Mass movement (dry),Landslide (dry),,,PHL,Philippines,South-eastern Asia,Asia,South Mindanao,,,No,No,No,,,,,,,1985,10.0,21.0,1985,10.0,21.0,300.0,,,,,,,,,,,35.30228249,,2003-07-01,2023-09-25
1985-0140-PHL,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,Ferry,PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,,,,,1985,12.0,19.0,1985,12.0,19.0,100.0,,85.0,,85.0,,,,,,,35.30228249,,2003-07-01,2023-09-25
1985-0171-PHL,Yes,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PHL,Philippines,South-eastern Asia,Asia,Mindanao,,,No,No,No,,6.5,Moment Magnitude,7.758,123.544,,1985,3.0,19.0,1985,3.0,19.0,2.0,25.0,150.0,,175.0,,,,,,,35.30228249,,2004-04-01,2023-09-25
1985-0190-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Hal (Kuring) and Irma (Daling),PHL,Philippines,South-eastern Asia,Asia,"Luzon, Ilocos Sur, Ilocos Norte, Benguet, Nueva Ecija, Bataan, Zambales, Vigan, Bantay, San Esteban, Laoag, Bagio city, Pampanga",,,No,No,No,,,Kph,,,,1985,6.0,20.0,1985,6.0,20.0,100.0,,420000.0,200.0,420200.0,,,,,20000.0,56654.0,35.30228249,,2003-07-01,2023-09-25
1985-0192-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tess (Miling),PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1985,9.0,1.0,1985,9.0,1.0,5.0,7.0,85.0,56.0,148.0,,,,,660.0,1870.0,35.30228249,,2003-07-01,2023-09-25
1985-0321-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Hotel,PHL,Philippines,South-eastern Asia,Asia,Manilla,,,No,No,No,,,,,,,1985,2.0,13.0,1985,2.0,13.0,30.0,,,,,,,,,,,35.30228249,,2003-07-01,2023-09-25
1985-0324-PHL,Yes,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Cinema,PHL,Philippines,South-eastern Asia,Asia,Tabaco (Albay province),,,No,No,No,,,,,,,1985,4.0,21.0,1985,4.0,21.0,44.0,,,,,,,,,,,35.30228249,,2003-07-01,2023-09-25
1985-0342-PHL,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,PHL,Philippines,South-eastern Asia,Asia,"Tanjay, Pamplona",,,No,No,No,,12850.0,Km2,,,,1985,1.0,26.0,1985,1.0,26.0,54.0,,444.0,,444.0,,,,,,,35.30228249,,2010-07-29,2023-09-25
1986-0056-PHL,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Boat ""Josefina""",PHL,Philippines,South-eastern Asia,Asia,Near Leyte,,,No,No,No,,,,,,,1986,4.0,24.0,1986,4.0,24.0,199.0,,,,,,,,,,,35.97234376,,2003-07-01,2023-09-25
1986-0080-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Peggy (Gading),PHL,Philippines,South-eastern Asia,Asia,"Ilocos, centra Luzon, Southern Tagalos, Metro Manilla",,,Yes,No,No,,220.0,Kph,,,,1986,7.0,9.0,1986,7.0,9.0,109.0,16.0,644608.0,2689.0,647313.0,,,,,30710.0,85371.0,35.97234376,,2003-07-01,2023-09-25
1986-0104-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Wayne (Miding),PHL,Philippines,South-eastern Asia,Asia,"Pangasinan, Bataan, Bulacan, Pampanga, Benguet, Abra, Zambales, Metro Manila",,,Yes,No,No,,,Kph,,,,1986,9.0,2.0,1986,9.0,2.0,23.0,4.0,482700.0,,482704.0,,,,,13150.0,36556.0,35.97234376,,2003-07-01,2023-09-25
1986-0122-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Dom (Oyang),PHL,Philippines,South-eastern Asia,Asia,"Muntinlupa, Metro Manila, Bulacan",,,No,No,No,,,Kph,,,,1986,10.0,6.0,1986,10.0,6.0,22.0,26.0,82529.0,,82555.0,,,,,1200.0,3336.0,35.97234376,,2003-07-01,2023-09-25
1986-0151-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Ellen (Daling),PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1986,10.0,10.0,1986,10.0,10.0,4.0,,3082.0,52.0,3134.0,,,,,1400.0,3892.0,35.97234376,,2003-07-01,2023-09-25
1986-0152-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Georgia (Ruping),PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1986,10.0,17.0,1986,10.0,17.0,2.0,,259.0,49.0,308.0,,,,,36000.0,100077.0,35.97234376,,2003-07-01,2023-09-25
1986-0153-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Narge (Aning),PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1986,12.0,20.0,1986,12.0,20.0,16.0,108.0,22771.0,3843.0,26722.0,,,,,4000.0,11120.0,35.97234376,,2003-07-01,2023-09-25
1986-0155-PHL,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PHL,Philippines,South-eastern Asia,Asia,Davao Oriental,,,No,No,No,,,Km2,,,,1986,6.0,28.0,1986,6.0,28.0,3.0,3.0,612.0,,615.0,,,,,56.0,156.0,35.97234376,,2003-07-01,2023-09-25
1986-0319-PHL,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Cargo ""Vennas""",PHL,Philippines,South-eastern Asia,Asia,Sibutu Isl.,,,No,No,No,,,,,,,1986,1.0,19.0,1986,1.0,19.0,50.0,,,,,,,,,,,35.97234376,,2003-07-01,2023-09-25
1987-0129-PHL,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,Ferry,PHL,Philippines,South-eastern Asia,Asia,Between Negros and Siquijor Isl.,,,No,No,No,,,,,,,1987,7.0,11.0,1987,7.0,11.0,72.0,,,,,,,,,,,37.29056939,,2003-07-01,2023-09-25
1987-0146-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Betty (Herming),PHL,Philippines,South-eastern Asia,Asia,"Batangas, Laguna, Bicol, Mindoro, Cavite, Luzon",,,Yes,No,No,,240.0,Kph,,,,1987,8.0,8.0,1987,8.0,8.0,85.0,425.0,971500.0,297900.0,1269825.0,,,,,98600.0,264410.0,37.29056939,,2003-07-01,2023-09-25
1987-0197-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Lynn (Pedang),PHL,Philippines,South-eastern Asia,Asia,"Cagayan, Ilocos Norte, Kalin-Aapayo province",,,No,No,No,,,Kph,,,,1987,10.0,21.0,1987,10.0,21.0,100.0,79.0,60504.0,18396.0,78979.0,,,,,25000.0,67041.0,37.29056939,,2003-07-01,2023-09-25
1987-0212-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Nina (Sisang),PHL,Philippines,South-eastern Asia,Asia,"Region IV, Marinduque, Quezon, Laguna, Batangas, Region V, Sorgoson, Albay, Battan, Cavite, Masbaten Camarines Sur, Leyte, Northern Samar",,,Yes,No,No,,240.0,Kph,,,,1987,11.0,23.0,1987,11.0,23.0,882.0,927.0,1818185.0,,1819112.0,,,,,56000.0,150172.0,37.29056939,,2003-07-01,2023-09-25
1987-0230-PHL,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Ferry ""Dona Paz"" and tanker ""Victor""",PHL,Philippines,South-eastern Asia,Asia,Near Mindoro,,,No,No,No,,,,,,,1987,12.0,20.0,1987,12.0,20.0,4000.0,,,,,,,,,,,37.29056939,,2003-07-01,2023-09-25
1987-0239-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Cart (Ising),PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1987,8.0,13.0,1987,8.0,13.0,5.0,,13247.0,89.0,13336.0,,,,,5600.0,15017.0,37.29056939,,2003-07-01,2023-09-25
1987-0240-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Phillis (Trining),PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1987,12.0,14.0,1987,12.0,14.0,22.0,35.0,47591.0,8754.0,56380.0,,,,,8500.0,22794.0,37.29056939,,2003-07-01,2023-09-25
1987-0241-PHL,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Cargo ""Nocnocon Princess""",PHL,Philippines,South-eastern Asia,Asia,Bohol sea,,,No,No,No,,,,,,,1987,1.0,17.0,1987,1.0,17.0,75.0,,25.0,,25.0,,,,,,,37.29056939,,2003-07-01,2023-09-25
1987-0245-PHL,Yes,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,,PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,,,,,1987,10.0,20.0,1987,10.0,20.0,108.0,26.0,,,26.0,,,,,,,37.29056939,,2003-07-01,2023-09-25
1987-0249-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,"Bislig, Surigao Del Sur",,,No,No,No,,,,,,,1987,4.0,11.0,1987,4.0,11.0,,,3000.0,,3000.0,,,,,1500.0,4022.0,37.29056939,,2003-07-01,2023-09-25
1987-0253-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,"Iligan city, Lanao Del Norte",,,No,No,No,,,,,,,1987,6.0,4.0,1987,6.0,4.0,,,500.0,,500.0,,,,,2000.0,5363.0,37.29056939,,2003-07-01,2023-09-25
1987-0425-PHL,Yes,tec-tra-air-air,Technological,Transport,Air,Air,,Hawker Siddeley Hs-748,PHL,Philippines,South-eastern Asia,Asia,Baguio,,,No,No,No,,,,,,,1987,6.0,26.0,1987,6.0,26.0,50.0,,,,,,,,,,,37.29056939,,2003-07-01,2023-09-25
1987-0574-PHL,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,Chemical tanker,PHL,Philippines,South-eastern Asia,Asia,Manila Bay,,,No,No,No,,,,,,,1987,9.0,24.0,1987,9.0,24.0,11.0,16.0,,,16.0,,,,,,,37.29056939,,2003-07-01,2023-09-25
1987-9030-PHL,Yes,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Km2,,,,1987,,,1987,,,,,1002100.0,,1002100.0,,,,,,,37.29056939,,2006-02-13,2023-09-25
1988-0032-PHL,Yes,tec-tra-roa-roa,Technological,Transport,Road,Road,,,PHL,Philippines,South-eastern Asia,Asia,Alegria (Cebu Isl.),,,No,No,No,,,,,,,1988,12.0,,1988,12.0,,27.0,,,,,,,,,,,38.81118011,,2003-07-01,2023-09-25
1988-0176-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,Pandacan/Manila,,,Yes,No,No,,,,,,,1988,4.0,28.0,1988,4.0,28.0,,,10000.0,,10000.0,,,,,1000.0,2577.0,38.81118011,,2003-07-01,2023-09-25
1988-0196-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,Iloilo City/Panay,,,Yes,No,No,,,,,,,1988,5.0,3.0,1988,5.0,3.0,2.0,,865.0,,865.0,,,,,500.0,1288.0,38.81118011,,2003-07-01,2023-09-25
1988-0199-PHL,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Bac ""Heman""",PHL,Philippines,South-eastern Asia,Asia,Samar Isl.,,,No,No,No,,,,,,,1988,5.0,5.0,1988,5.0,5.0,37.0,,,,,,,,,,,38.81118011,,2003-07-01,2023-09-25
1988-0227-PHL,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,,PHL,Philippines,South-eastern Asia,Asia,Near Caromatan (Mindanao),,,No,No,No,,,,,,,1988,5.0,29.0,1988,5.0,29.0,115.0,,,,,,,,,,,38.81118011,,2003-07-01,2023-09-25
1988-0231-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Susan (Biring),PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1988,5.0,30.0,1988,5.0,30.0,36.0,,56000.0,,56000.0,,,,,1000.0,2577.0,38.81118011,,2003-07-01,2023-09-25
1988-0312-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Warren (Huaning),PHL,Philippines,South-eastern Asia,Asia,Northern Luzon,,,Yes,No,No,,,Kph,,,,1988,7.0,16.0,1988,7.0,16.0,6.0,,96120.0,21235.0,117355.0,,,,,11516.0,29672.0,38.81118011,,2003-07-01,2023-09-25
1988-0461-PHL,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Bac ""Balangiga""",PHL,Philippines,South-eastern Asia,Asia,San Pedro Bay,,,No,No,No,,,,,,,1988,10.0,14.0,1988,10.0,14.0,51.0,,,,,,,,,,,38.81118011,,2003-07-01,2023-09-25
1988-0462-PHL,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Boat ""Lady Aurora""",PHL,Philippines,South-eastern Asia,Asia,Dinalungan,,,No,No,No,,,,,,,1988,10.0,14.0,1988,10.0,14.0,22.0,7.0,,,7.0,,,,,,,38.81118011,,2003-07-01,2023-09-25
1988-0477-PHL,Yes,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,PHL,Philippines,South-eastern Asia,Asia,Mindanao/Misamis Oriental,,,Yes,No,No,,,Kph,,,,1988,10.0,21.0,1988,10.0,21.0,,,20000.0,,20000.0,,,,,,,38.81118011,,2003-07-01,2023-09-25
1988-0480-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Ruby (Unsang),PHL,Philippines,South-eastern Asia,Asia,"Tarlac, Southern Tagalog, Metro Manila, Albay, Cebu, Cagayan de Oro provinces",,,Yes,No,No,,215.0,Kph,,,,1988,10.0,21.0,1988,10.0,21.0,416.0,208.0,3250000.0,,3250208.0,,,,,240500.0,619667.0,38.81118011,,2008-04-04,2023-09-25
1988-0487-PHL,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Boat ""Dona Marylin""",PHL,Philippines,South-eastern Asia,Asia,Marippi Isl.,,,No,No,No,,,,,,,1988,10.0,24.0,1988,10.0,24.0,150.0,,,,,,,,,,,38.81118011,,2003-07-01,2023-09-25
1988-0506-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Skip (Yoning),PHL,Philippines,South-eastern Asia,Asia,"Manilla, Tagalog, Bicol, western Visayas",,,Yes,No,No,,175.0,Kph,,,,1988,11.0,5.0,1988,11.0,5.0,289.0,29.0,1000000.0,45000.0,1045029.0,,,,,149060.0,384065.0,38.81118011,,2003-07-01,2023-09-25
1988-0526-PHL,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Boat ""Rosalia""",PHL,Philippines,South-eastern Asia,Asia,San Bernardino detroit,,,No,No,No,,,,,,,1988,12.0,5.0,1988,12.0,5.0,400.0,,,,,,,,,,,38.81118011,,2003-07-01,2023-09-25
1988-0543-PHL,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Boat ""RCJ""",PHL,Philippines,South-eastern Asia,Asia,Mindoro Isl.,,,No,No,No,,,,,,,1988,12.0,18.0,1988,12.0,18.0,51.0,,,,,,,,,,,38.81118011,,2003-07-01,2023-09-25
1988-0557-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tess (Welpring),PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1988,11.0,1.0,1988,11.0,1.0,41.0,1.0,28826.0,86.0,28913.0,,,,,940.0,2422.0,38.81118011,,2003-07-01,2023-09-25
1988-0558-PHL,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,PHL,Philippines,South-eastern Asia,Asia,Davao Oriental,,,No,No,No,,,,,,,1988,4.0,4.0,1988,4.0,4.0,24.0,,,,,,,,,,,38.81118011,,2003-07-01,2023-09-25
1988-0559-PHL,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,PHL,Philippines,South-eastern Asia,Asia,Davao del Sur,,,No,No,No,,,,,,,1988,5.0,22.0,1988,5.0,22.0,30.0,,,,,,,,,,,38.81118011,,2003-07-01,2023-09-25
1988-0560-PHL,Yes,tec-tra-wat-wat,Technological,Transport,Water,Water,,,PHL,Philippines,South-eastern Asia,Asia,Eastern samar,,,No,No,No,,,,,,,1988,5.0,25.0,1988,5.0,25.0,47.0,122.0,,,122.0,,,,,,,38.81118011,,2003-07-01,2023-09-25
1988-0563-PHL,Yes,tec-tra-roa-roa,Technological,Transport,Road,Road,,,PHL,Philippines,South-eastern Asia,Asia,Antique,,,No,No,No,,,,,,,1988,10.0,24.0,1988,10.0,24.0,26.0,17.0,,,17.0,,,,,,,38.81118011,,2003-07-01,2023-09-25
1988-0569-PHL,Yes,tec-ind-exp-exp,Technological,Industrial accident,Explosion (Industrial),Explosion (Industrial),,,PHL,Philippines,South-eastern Asia,Asia,"Bocaue, Bulacan",,,No,No,No,,,m3,,,,1988,12.0,29.0,1988,12.0,29.0,12.0,23.0,43.0,,66.0,,,,,,,38.81118011,,2003-07-01,2023-09-25
1988-0570-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,"Barangay Tinago, Cebu city",,,No,No,No,,,,,,,1988,1.0,11.0,1988,1.0,11.0,,2.0,380.0,,382.0,,,,,190.0,490.0,38.81118011,,2003-07-01,2023-09-25
1988-0572-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,"Borongan, Northern Samar",,,No,No,No,,,,,,,1988,2.0,2.0,1988,2.0,2.0,,,114.0,,114.0,,,,,600.0,1546.0,38.81118011,,2003-07-01,2023-09-25
1988-0579-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,"Lamitan, Basilan",,,No,No,No,,,,,,,1988,5.0,28.0,1988,5.0,28.0,,,269.0,,269.0,,,,,1900.0,4895.0,38.81118011,,2003-07-01,2023-09-25
1988-0580-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,Zaboanga city (Sta Catalina),,,No,No,No,,,,,,,1988,5.0,31.0,1988,5.0,31.0,,,159.0,,159.0,,,,,380.0,979.0,38.81118011,,2003-07-01,2023-09-25
1988-0584-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,Cebu city,,,No,No,No,,,,,,,1988,9.0,15.0,1988,9.0,15.0,1.0,,619.0,,619.0,,,,,190.0,490.0,38.81118011,,2003-07-01,2023-09-25
1988-0586-PHL,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,PHL,Philippines,South-eastern Asia,Asia,"Mariveles, Bataan",,,No,No,No,,,,,,,1988,12.0,12.0,1988,12.0,12.0,,1.0,150.0,,151.0,,,,,115.0,296.0,38.81118011,,2003-07-01,2023-09-25
1989-0094-PHL,Yes,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,PHL,Philippines,South-eastern Asia,Asia,"Sorgoson, Camatines Sur, Samar",,,Yes,No,No,,,Km2,,,,1989,2.0,9.0,1989,2.0,9.0,44.0,11.0,260000.0,,260011.0,,,,,6000.0,14748.0,40.68459958,,2003-07-01,2023-09-25
1989-0120-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Gordon (Goring),PHL,Philippines,South-eastern Asia,Asia,"Ilocos Sur, Ilocos Norte, Cagayan, Isabela, Nueva Vizcaya, La Union",,,No,No,No,,,Kph,,,,1989,7.0,15.0,1989,7.0,15.0,97.0,382.0,486000.0,,486382.0,,,,,61000.0,149934.0,40.68459958,,2003-07-01,2023-09-25
1989-0125-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Dan (Saling),PHL,Philippines,South-eastern Asia,Asia,"Albay, Bataan, Batangas, Bulacan, Camarines norte, Camarnies Sur, Cavite, Esatern Samar, Laguna, Marinduque, Masbate, Northern Leyte, Northern Samar, Nueva Ecija, Pampanga, Quezon, Rizal, Samar, Sorgoson, southern Leyte, Zambales, national capital region",,,Yes,No,No,,,Kph,,,,1989,10.0,9.0,1989,10.0,9.0,58.0,105.0,660000.0,76500.0,736605.0,,,,,59200.0,145510.0,40.68459958,,2003-07-01,2023-09-25
